bookId,title,series,author,genres,characters,pages,publisher,firstPublishDate,awards
12067.Good_Omens,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",nan,Terry Pratchett,"['Fantasy', 'Fiction', 'Humor', 'Urban Fantasy', 'Comedy', 'Audiobook', 'Science Fiction Fantasy', 'Adult', 'Science Fiction', 'Supernatural']","['Aziraphale', 'Adam Young', 'Anathema Device', 'Newt Pulsifer', 'Shadwell', 'Madame Tracy', 'DEATH', 'Crowley (Good Omens)', 'Pippin Galadriel Moonchild (The Them)', 'Brian (The Them)', 'Wensleydale (The Them)', 'Famine', 'Pollution', 'War']",491,William Morrow,05/01/90,"['Locus Award Nominee for Best Fantasy Novel (1991)', 'World Fantasy Award Nominee for Best Novel (1991)']"
5996153-blood-promise,Blood Promise,Vampire Academy,Richelle Mead,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Supernatural', 'Fiction', 'Magic']","['Sydney Sage', 'Vasilisa ""Lissa"" Dragomir', 'Dimitri Belikov', 'Christian Ozera', 'Adrian Ivashkov', 'Mia Rinaldi', 'Janine Hathaway', 'Avery Lazar', 'Jillian Mastrano', 'Abe Mazur', 'Rosemarie ""Rose"" Hathaway', 'Olena Belikov']",503,Razorbill,08/28/09,"[""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010)"", 'Goodreads Choice Award Nominee for Young Adult Series (2009)']"
1078.The_Good_Earth,The Good Earth,House of Earth,Pearl S. Buck,"['Classics', 'Fiction', 'Historical Fiction', 'China', 'Literature', 'Historical', 'Asia', 'Novels', 'School', 'Classic Literature']","['Wang Lung', 'O-lan']",418,Howard Publishing Co,03/02/31,"['Pulitzer Prize for Novel (1932)', 'William Dean Howells Medal (1935)']"
18335634-clockwork-princess,Clockwork Princess,The Infernal Devices,Cassandra Clare,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Steampunk', 'Historical Fiction', 'Urban Fantasy', 'Angels', 'Fiction', 'Historical']","['Theresa ""Tessa"" Gray', 'Magnus Bane', 'William Herondale', 'James ""Jem"" Carstairs', 'Henry Branwell', 'Charlotte Branwell', 'Gideon Lightwood', 'Gabriel Lightwood', 'Sophie Collins', 'Cecily Herondale']",567,Walker Books Ltd,03/19/13,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013)']
40605251-the-mists-of-avalon,The Mists of Avalon,Avalon,Marion Zimmer Bradley,"['Fantasy', 'Fiction', 'Historical Fiction', 'Arthurian', 'Mythology', 'Science Fiction Fantasy', 'Historical', 'Classics', 'Romance', 'Magic']","['Morgause', 'Igraine', 'Viviane', 'Uther', 'Gorlois', 'Morgaine', 'Gwenhwyfar', 'Merlin', 'Kevin, the Bard', 'Lancelet', 'Uriens', 'Accolon', 'King Arthur']",1009,Ballantine Books,12/28/82,['Locus Award for Best Fantasy Novel (1984)']
561456.The_Titan_s_Curse,The Titan's Curse,Percy Jackson and the Olympians,Rick Riordan,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Greek Mythology', 'Urban Fantasy', 'Magic']","['Artemis (Goddess)', 'Nico di Angelo', 'Thalia Grace', 'Tyson', 'Annabeth Chase', 'Demeter (Goddess)', 'Grover Underwood', 'Zeus (God)', 'Dionysus (mythology)', 'Ares (god)', 'Athena (Greek goddess)', 'Hera', 'Atlas', 'Luke', 'Poseidon (God)', 'Zöe', 'Chiron', 'Mr. Chase', 'Dr. Thorn', 'Aphrodite', 'Bianca di Angelo', 'Percy Jackson']",320,Puffin Books,01/01/07,['Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2009)']
7763.The_Joy_Luck_Club,The Joy Luck Club,nan,Amy Tan,"['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Adult Fiction', 'Adult', 'Literature', 'Asia', 'Novels']","['Suyuan Woo', 'June Woo', 'Lindo Jong', 'Waverly Jong', 'An-Mei Hsu', 'Rose Hsu Jordan', 'Ying-Ying St. Clair', 'Lena St. Clair']",288,Penguin Group,10/28/89,"['California Book Award for Fiction (Gold) (1989)', 'Los Angeles Times Book Prize Nominee for Fiction (1989)', 'Northern California Book Awards for Fiction (1989)', 'National Book Critics Circle Award Nominee for Fiction (1989)', 'National Book Award Finalist for Fiction (1989)']"
13023.Alice_in_Wonderland,Alice in Wonderland,nan,Jane Carruth,"['Classics', 'Fantasy', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Literature', 'Novels', 'Classic Literature', 'Middle Grade']","['The Hatter (Lewis Carroll)', 'The Queen of Hearts (Lewis Carroll)', 'The Cheshire Cat (Lewis Carroll)', 'The White Rabbit (Lewis Carroll)', 'The Caterpillar (Lewis Carroll)', 'Alice (Lewis Carroll)', 'The March Hare (Lewis Carroll)']",92,Gramercy Books,10/28/65,"['Kate Greenaway Medal (1988)', 'Kurt Maschler Award (1999)']"
71728.Jonathan_Livingston_Seagull,Jonathan Livingston Seagull,nan,Richard Bach,"['Fiction', 'Classics', 'Philosophy', 'Fantasy', 'Spirituality', 'Inspirational', 'Self Help', 'Literature', 'Novels', 'Animals']","['Jonathan Livingston Seagull', 'Chiang', 'Fletcher Lynd Seagull']",112,Scribner,10/28/70,['Nene Award (1974)']
40940121-bridge-to-terabithia,Bridge to Terabithia,nan,Katherine Paterson,"['Young Adult', 'Fiction', 'Classics', 'Childrens', 'Fantasy', 'Middle Grade', 'Realistic Fiction', 'School', 'Juvenile', 'Contemporary']","['Jesse Aarons', 'Leslie Burke']",190,HarperCollins,10/21/77,"['Newbery Medal (1978)', 'Lewis Carroll Shelf Award (1978)', 'Zilveren Griffel (1983)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1979)"", 'California Young Readers Medal Nominee for Middle School/Junior High (1980)']"
7938275-the-hunger-games-trilogy-boxset,The Hunger Games Trilogy Boxset,The Hunger Games-3,Suzanne Collins,"['Young Adult', 'Fiction', 'Fantasy', 'Dystopia', 'Science Fiction', 'Romance', 'Adventure', 'Teen', 'Action', 'Novels']","['Katniss Everdeen', 'Peeta Mellark', 'Primrose Everdeen', 'Gale Hawthorne', 'Haymitch Abernathy', 'Cinna', 'Alma Coin', 'Coriolanus Snow']",1155,Scholastic Press,10/28/08,['Audie Award for Excellence in Design (2016)']
5060378-the-girl-who-played-with-fire,The Girl Who Played with Fire,Millennium,Stieg Larsson,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary', 'Sweden', 'Adult', 'Audiobook']","['Lisbeth Salander', 'Mikael Blomkvist', 'Alexander Zalachenko', 'Jan Bublanski', 'Sonja Modig', 'Peter Teleborian', 'Erika Berger', 'Ronald Niedermann', 'Annika Giannini', 'Dragan Armansky', 'Gunnar Björck', 'Harriet Vanger', 'Holger Palmgren', 'Nils Bjurman', 'Miriam Wu']",503,Alfred A. Knopf,05/09/06,"['Anthony Award Nominee for Best Novel (2010)', 'Dilys Award Nominee (2010)', 'CWA International Dagger Nominee (2009)', 'Svenska Deckarakademins pris för bästa svenska kriminalroman (2006)', 'Goodreads Choice Award for Mystery/Thriller (2009)']"
27712.The_Neverending_Story,The Neverending Story,nan,Michael Ende,"['Fantasy', 'Classics', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'German Literature', 'Middle Grade', 'Science Fiction Fantasy', 'Books About Books']","['Bastian Balthazar Bux', 'Atreyu', 'Falkor', 'Karl Konrad Koreander', 'The Childlike Empress', 'Xayide', 'Gmork', 'Grograman', 'Morla', 'The Old Man of Wandering Mountain', 'Uyulala']",396,Dutton Children's Books,10/28/79,"['Buxtehuder Bulle (1979)', 'Zilveren Griffel (1983)', 'Preis der Leseratten des ZDF (1980)']"
18254.Oliver_Twist,Oliver Twist,nan,Charles Dickens,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Novels', '19th Century', 'Classic Literature', 'British Literature', 'Victorian', 'Historical']","['Oliver Twist', 'Artful Dodger', 'Rose Maylie']",608,Penguin Books,10/28/39,['CityRead London (2012)']
338798.Ulysses,Ulysses,nan,James Joyce,"['Classics', 'Fiction', 'Literature', 'Novels', 'Ireland', 'Irish Literature', 'Unfinished', '20th Century', 'Literary Fiction', 'Banned Books']","['Stephen Dedalus', 'Leopold Bloom', 'Marion ""Molly"" Bloom', 'Malachi ""Buck"" Mulligan', 'Mr. Garret Deasy', 'Bantam Lyons', 'Simon Dedalus', 'Myles Crawford', 'William Humble, Earl of Dudley', 'Hugh ""Blazes"" Boylan', 'The Citizen', 'Gerty MacDowell', 'Mina Purefoy', 'John Corley', 'D.B. Murphy', 'Matthew Lenehan', 'Fr. Bernard Vaughan', 'James Fitzharris', 'Fanny Moody', 'Charles Manners', 'Haines', 'Thomas ""Tommy"" Caffrey', 'John ""Jacky"" Caffrey', 'Martha Clifford', 'Mr. Power', 'Patrick Dignam', 'Patrick Aloysius Dignam, jnr.', 'Martin Cunningham', 'Fr. John Conmee', 'Bridget ""Bridie"" Kelly', ""J.J. O'Molloy"", 'Mary Dedalus', 'George Russell', 'Stephen Daedalus', 'Stephen MacKenna', 'Mr Leopold Bloom', ""Mr Joseph M'Carthy Hynes"", 'Mrs Marion Bloom', 'Mr Simon Dedalus', 'Alf Bergan', 'Buck Mulligan', 'Blazes Boylan', 'Mr Garrett Deasy', 'Mr Power', 'Millie Bloom', 'Boylan', 'Mr Paddy Dignam', ""Terence O'Ryan"", 'Davy Byrne', 'Bob Doran', 'Mr Thomas Kernan', 'Ned Lambert', 'T. Lenehan', 'Mr O’madden Burke', 'Garrett Deasy', 'Mrs Josephine Breen', 'Benjamin Dollard', ""J. J. O'Molloy"", 'John Eglinton', 'Mr V. Lynch', 'Edy Boardman', 'Tommy Caffrey', 'Cissy Caffrey', 'Jacky Caffrey', 'Mrs Bella Cohen', 'Richard Crookback', 'Richie Goulding', 'Walter Sexton', 'John Henry Menton', 'Sara (Sally) Goulding', ""Episode Twelve's Nameless Narrator"", 'Mina Kennedy', 'Lydia Douce', 'Zoe Higgins', 'Mrs. Dignam', 'Paddy Dignam', 'Kitty Ricketts', 'Josie (Powell) Breen', 'Denis Breen', 'Dilly, Katey, Boody, and Maggy Dedalus', 'Mr Cornelius Kelleher', 'Thomas W. Lyster', 'Joseph P. Nannetti', 'Florry Talbot', 'Tom Rochford', 'Barney Kiernan', 'Mr Fox', 'Mr Hornblower', 'Mother Grogan', 'Master Boardman', 'Mrs Stoer', 'Signor Maffei', 'Gerald Ward A.D.C.', 'Jacob Halliday', 'Joseph Glynn', 'Ann Hathaway', 'Mr Bello', 'Brian Cooper Tweedy', 'Kevin Egan', 'Father Conroy', 'Almidano Artifoni', 'Luke Doyle', 'Alexander J. Keyes', 'Gerald Fitzgibbon', ""Henry Joy M'Cracken"", ""Larry O'Rourke"", 'Miss Whelan', 'Red Murray', 'Lizzie Twigg', 'John Howard Parnell', 'John F Taylor', 'MacHugh', 'Longworth', 'Michael E. Geraghty', 'Antonio Pabaiotti', 'Magennis', 'Mr Allfours', 'Mrs Fleming', 'Alderman John Hooper', 'Gumley', 'Ruttledge', 'Owen Goldberg', 'Gordon Bennett', 'Nannan', 'Floey Dillon', 'Frank Costello', 'Dan Dawson', 'Mr Russell', 'Mrs Riordan', 'Master Abraham Chatterton', 'Mrs Bandmann Palmer', 'Howard de Walden', 'Mrs Mervyn Talboys', 'Joe Brady', 'Mr Denis J Maginni', 'Marie Kendall', ""Canon O'Hanlon"", 'Bald Pat', 'Punch Costello', 'Mr David Sheehy', 'Monsieur Moore', 'Samuel Childs', 'Jack Joe Harry Mulvey', 'Cyril Sargent', 'Alec Bannon', 'Pisser Burke', 'Theodore Purefoy', 'Virag Lipoti', 'Val Dillon', 'Mrs Yelverton Barry', 'Moses Mendelssohn', 'Lipoti Virag', 'Mrs Reggy Wylie T. C. D.', 'Michael Gunn', 'Pulbrook Robertson', 'Mrs Florence MacCabe', 'Bob Cowley', 'J. Citron', 'Terence Mulcahy', 'Mrs Mina Purefoy', 'Mr Joseph Cuffe', 'George Lidwell', 'Dick Tivy', 'Chris Callinan', 'Mr Philip Beaufoy', 'Synge', 'Father Dolan', 'Sam Bohee', 'Hoppy Holohan', 'James Kavanagh', 'Nelly Bouverist', 'Reuben J Dodd', 'Moses Herzog', 'Dilly Dedalus', ""James O'Connor"", 'Bernard Corrigan', 'Paul de Kock', 'Lorcan Sherlock', 'James Stephens', 'Rudolph Bloom', 'John Wyse Nolan', 'Mrs Norman W. Tupper', 'Marcus Tertius Moses', 'Seymour Bushe', 'Georgina Johnson', 'Victoria Frances', 'Mrs Thornton', 'Philip Gilligan', ""Mrs Ellen M'Guinness"", 'Master Francis Beaumont', 'Gerald Fitzedward', 'Myler Keogh', 'Arthur Edmund', 'Joe Chamberlain', 'Mrs Quigley', ""Leopold M'Intosh"", ""Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell"", 'George Robert Mesias', 'Susy Nagle', 'Boody Dedalus', 'Bertha Supple', 'E. Dowden', 'Dr Francis Brady', 'Dlugacz', 'Mr Crimmins', 'Skin-the-Goat Fitzharris', 'Mrs Bellingham', 'Mrs Joe Gallaher', 'Mat Dillon', 'Penelope Rich', 'Charley Kavanagh', ""Frank O'Hara"", 'Brunny Lynam', 'Davy Stephens', 'Mr Eugene Stratton', 'Mary Driscoll', 'Father Coffey', 'Mr Dainty Dixon', 'Percy Apjohn', 'Andrew Horne', 'Papli', 'Mrs Miriam Dandrade', 'Milly Bloom', 'Mr Delegate Madden', 'Roger Greene', 'Miss Callan', 'Bartell Darcy', 'Mrs Rubio', 'Bernard Vaughan', 'Bushe', 'Rathgar', 'P. Mastiansky', 'Jimmy Henry', 'Timothy Harrington', 'Patrice Egan', 'Patsy Caliban', 'Edward Fitzgerald', 'Mr Best', 'Mr Justice Fitzgibbon', 'Bridie Kelly', 'Mr Hugh C Haines Love M. A.', 'Mountjoy', 'Owen Garry', 'John Fanning', 'Talbot de Malahide', 'Katherine Brophy', 'John Conmee S.J.', 'Stephen Daedalus', 'Stephen MacKenna', 'Mr Leopold Bloom', ""Mr Joseph M'Carthy Hynes"", 'Mrs Marion Bloom', 'Mr Simon Dedalus', 'Alf Bergan', 'Buck Mulligan', 'Blazes Boylan', 'Mr Garrett Deasy', 'Mr Power', 'Millie Bloom', 'Boylan', 'Mr Paddy Dignam', 'Mr. Joyce', ""Terence O'Ryan"", 'Davy Byrne', 'Bob Doran', 'Mr Thomas Kernan', 'Ned Lambert', 'T. Lenehan', 'Mr O’madden Burke', 'Garrett Deasy', 'Mrs Josephine Breen', 'Benjamin Dollard', ""J. J. O'Molloy"", 'John Eglinton', 'Mr V. Lynch', 'Edy Boardman', 'Tommy Caffrey', 'Cissy Caffrey', 'Jacky Caffrey', 'Mrs Bella Cohen', 'Joe Hynes', 'Richard Crookback', 'Richie Goulding', 'Walter Sexton', 'John Henry Menton', 'Sara (Sally) Goulding', ""Episode Twelve's Nameless Narrator"", 'Mina Kennedy', 'Lydia Douce', 'Zoe Higgins', 'Mrs. Dignam', 'Paddy Dignam', 'Kitty Ricketts', 'Josie (Powell) Breen', 'Denis Breen', 'Dilly, Katey, Boody, and Maggy Dedalus', 'Mr Cornelius Kelleher', 'Thomas W. Lyster', 'Joseph P. Nannetti', 'Florry Talbot', 'Tom Rochford', 'Barney Kiernan', 'Mr Fox', 'Mr Hornblower', 'Mother Grogan', 'Master Boardman', 'Jack Mooney', 'Mrs Stoer', 'Moses Maimonides', 'Signor Maffei', 'Gerald Ward A.D.C.', 'Jacob Halliday', 'Joseph Glynn', 'Ann Hathaway', 'Mr Bello', 'Brian Cooper Tweedy', 'Kevin Egan', 'Father Conroy', 'Almidano Artifoni', 'Luke Doyle', 'Alexander J. Keyes', 'Gerald Fitzgibbon', 'Frederick Falkiner', ""Henry Joy M'Cracken"", ""Larry O'Rourke"", 'Miss Whelan', 'Red Murray', 'Lizzie Twigg', 'John Howard Parnell', 'John F Taylor', 'MacHugh', 'Longworth', 'Michael E. Geraghty', 'Antonio Pabaiotti', 'Magennis', 'Mr Allfours', 'Mrs Fleming', 'Alderman John Hooper', 'Gumley', 'Ruttledge', 'Owen Goldberg', 'Gordon Bennett', 'Nannan', 'Floey Dillon', 'Frank Costello', 'Dan Dawson', 'Mr Russell', 'Mrs Riordan', 'Master Abraham Chatterton', 'Mrs Bandmann Palmer', 'Howard de Walden', 'Vincent Lenehan', 'Mrs Mervyn Talboys', 'Joe Brady', 'Mr Denis J Maginni', 'Marie Kendall', ""Canon O'Hanlon"", 'Bald Pat', 'Punch Costello', 'Mr David Sheehy', 'Monsieur Moore', 'Samuel Childs', 'Jack Joe Harry Mulvey', 'Cyril Sargent', 'Alec Bannon', 'Pisser Burke', 'Theodore Purefoy', 'Virag Lipoti', 'Val Dillon', 'Mrs Yelverton Barry', 'Moses Mendelssohn', 'Lipoti Virag', 'Mrs Reggy Wylie T. C. D.', 'Michael Gunn', 'Pulbrook Robertson', 'Mrs Florence MacCabe', 'Bob Cowley', 'J. Citron', 'Terence Mulcahy', 'Mrs Mina Purefoy', 'Mr Joseph Cuffe', 'George Lidwell', 'Dick Tivy', 'Chris Callinan', 'Mr Philip Beaufoy', 'Synge', 'Father Dolan', 'Sam Bohee', 'Hoppy Holohan', 'James Kavanagh', 'Nelly Bouverist', 'Reuben J Dodd', 'Moses Herzog', 'Dilly Dedalus', ""James O'Connor"", 'Bernard Corrigan', 'Paul de Kock', 'Nosey Flynn', 'Lorcan Sherlock', 'James Stephens', 'Rudolph Bloom', 'John Wyse Nolan', 'Mrs Norman W. Tupper', 'Marcus Tertius Moses', 'Seymour Bushe', 'Georgina Johnson', 'Victoria Frances', 'Mrs Thornton', 'Philip Gilligan', ""Mrs Ellen M'Guinness"", 'Master Francis Beaumont', 'Gerald Fitzedward', 'Robert Emmet', 'Myler Keogh', 'Arthur Edmund', 'Joe Chamberlain', 'Mrs Quigley', ""Leopold M'Intosh"", ""Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell"", 'George Robert Mesias', 'Susy Nagle', 'Boody Dedalus', 'Bertha Supple', 'E. Dowden', 'Dr Francis Brady', 'Dlugacz', 'Mr Crimmins', 'Skin-the-Goat Fitzharris', 'Mrs Bellingham', 'Mrs Joe Gallaher', 'Mat Dillon', 'Penelope Rich', 'Charley Kavanagh', ""Frank O'Hara"", 'Brunny Lynam', 'Davy Stephens', 'Mr Eugene Stratton', 'Mary Driscoll', 'Father Coffey', 'Mr Dainty Dixon', 'Percy Apjohn', 'Andrew Horne', 'Papli', 'Mrs Miriam Dandrade', 'Milly Bloom', 'Mr Delegate Madden', 'Roger Greene', 'Paddy Leonard', 'Miss Callan', 'Bartell Darcy', 'Mrs Rubio', 'Bernard Vaughan', 'Bushe', 'Rathgar', 'P. Mastiansky', 'Jimmy Henry', 'Timothy Harrington', 'Patrice Egan', 'Patsy Caliban', 'Edward Fitzgerald', 'Mr Best', 'Mr Justice Fitzgibbon', 'Bridie Kelly', 'Mr Hugh C Haines Love M. A.', 'Mountjoy', 'Owen Garry', 'John Fanning', 'Talbot de Malahide', 'Katherine Brophy', 'John Conmee S.J.', 'Robert Emmet']",783,Vintage,02/02/22,['Национална награда „Христо Г. Данов“ for Преводна художествена литература (2004)']
295.Treasure_Island,Treasure Island,nan,Robert Louis Stevenson,"['Classics', 'Fiction', 'Adventure', 'Young Adult', 'Historical Fiction', 'Childrens', 'Literature', 'Pirates', 'Fantasy', 'Novels']","['Jim Hawkins', 'Billy Bones', 'Doctor Livesey', 'Captain Smollet', 'Squire John Trelawney', 'Ben Gunn', 'Long John Silver']",311,Kingfisher,10/28/79,"['Odyssey Award Nominee (2008)', 'Prêmio Jabuti Nominee for Adaptação (2017)', 'Audie Award for Classic (2008)']"
40611463-the-clan-of-the-cave-bear,The Clan of the Cave Bear,Earth's Children,Jean M. Auel,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Classics', 'Romance', 'Adventure', 'Prehistoric', 'Adult', 'Novels']","['Ayla', 'Brun', 'Broud', 'Mog-Ur', 'Iza']",516,Bantam,05/04/80,['National Book Award Finalist for First Novel (1981)']
62291.A_Storm_of_Swords,A Storm of Swords,A Song of Ice and Fire,George R.R. Martin,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Dragons', 'Audiobook', 'Epic']","['Brandon Stark', 'Catelyn Stark', 'Tyrion Lannister', 'Daenerys Targaryen', 'Robb Stark', 'Arya Stark', 'Jaime Lannister', 'Joffrey Baratheon', 'Tywin Lannister', 'Stannis Baratheon', 'Melisandre', 'Davos Seaworth', 'Lysa Arryn', 'Petyr Baelish', 'Sansa Stark', 'Varys', 'Hodor', 'Brienne of Tarth', 'Samwell Tarly', 'Sandor Clegane', 'Pyp', 'Grenn', 'Tommen Baratheon', 'Oswell Kettleback', 'Beric Dondarrion', 'Thoros of Myr', 'Jon Snow', 'Cersei Lannister', 'Jorah Mormont']",1177,Bantam,08/08/00,"['Hugo Award Nominee for Best Novel (2001)', 'Nebula Award Nominee for Best Novel (2001)', 'Locus Award for Best Fantasy Novel (2001)', 'Geffen Award for Best Translated Fantasy Book (2002)', 'Premio Ignotus (2006)']"
7069.The_World_According_to_Garp,The World According to Garp,nan,John Irving,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'Humor', 'American', 'Adult Fiction', 'Drama']","['T.S. Garp', 'Jenny Fields', 'Helen Garp', 'Roberta Muldoon']",610,Ballantine Books,04/24/78,"['National Book Award for Fiction (Paperback) (1980)', 'National Book Critics Circle Award Nominee for Fiction (1978)', 'National Book Award Finalist for Fiction (1979)']"
